review_description,rating,company
شىكة نصب واحتيال ‏شركة طلبات في الأردن وعدت الموظفين اذا اشتغلوا معهم ٣ سنين رح تكون سيارات التوصيل الهم وقبل ما تخلص ال٣ سنين بأشهر طردوهم بحجة الأداء السيء علما بأنه راتب الموظفين كان 260 دينار وكان بنزين السيارة وتصليحها عالموظف لازم نقاطع الشركة لحد ما يرجعوا للموظفين حقوقهم ‎#مقاطعة_طلبات,negative,talbat
لعيون صاحبي الي ناويين تاكلوا حقه بعد سنة و 3 شهور,negative,talbat
اعطوا الشباب حقوقهم,negative,talbat
انصفوا عمالكم ولا تظلموا أحد,negative,talbat
تطبيق فاشل قام ب استغلال الشباب من قبل الإدارة السيئة,negative,talbat
شركه نصابه تقوم بالنصب على الكباتن بوهمهم بتسجيل السياره باسمهم بعد ثلاث سنوات وتقوم باعطائهم راتب رمزي وبعد ثلاث سنوات تقوم بنقض الأتفاق,negative,talbat
نصرة للمظلومين اللي خدعتوهم,negative,talbat
الاكل بصل بارد وماكول نصو,negative,talbat
أعطوا الناس حقوقها بلاش ربنا يسخطكوا,negative,talbat
افشل تطبيق,negative,talbat
سيئ جدآ جدآ,negative,talbat
نصااااابيييييين,negative,talbat
نصابين .. سعر السلعة على طلبات أعلى من سعرها المعروف .. تعاملهم سيء مع الموظفين,negative,talbat
يجب مقاطعه هذا البرنامج فى اسرع وقت بسبب معاملتهم السيئه مع موظفينهم وعدم اعطاهم حقوقهم وظلمهم الله يعوض هاولاء المساكين بوظيفة افضل من هذه الشركه النصابه,negative,talbat
مع المقاطعة,negative,talbat
التعامل ممتاز والوصول كان على الموعد شكرًا لكم,positive,talbat
تجربة سيئة تم الحدف,negative,talbat
تجربه سيئه وموظفين توصيل بلطجيه وأسلوب سيء بالتعامل نصابين احذروا من التعامل معهم انا نصبوا علي بمبلغ 165 دينار وتم حظر حسابي احذروا منهم,negative,talbat
يجب ان تلتزمو مع سائقي التطبيق الذين هم اساس شركتكم وتعوضوهم عن خسائرهم واعطائهم السيارات التي وعدتموهم بها منذ البدايه,negative,talbat
الشركه طلبات شركه محتالة,negative,talbat
برنامج رائع ومعامله رائعه من قبل الخدمه والتوصيل وكادر البرنامج,positive,talbat
تم حذف التطبيق وتقييمه بنجمة لعدم منح السائقين حقوقهم,negative,talbat
تاخر الطلب كثير,negative,talbat
نصب حرام,negative,talbat
#قاطعوا تطبيق #طلبات ما تشاركوا بظلم الشباب الطموحين كان هدفهم يوفروا قوت يومهم بكل الطرق !!!! فوق القلة والبطالة والفقر والظلم كمان #كذب واستغلال لحاجة الشباب والتجبر عليهم وأكل حقوقهم !!!!! ما بعرف لوين واصلين #بهالغابة بس ما بقول الا يارب لطفك بهالشعب !!!,negative,talbat
سيئ جدا جدا,negative,talbat
Talabat jordan promised the employees with a free car after 3 years of working but instead it fired the employees for no reason and didn't give them the car they agreed on.,negative,talbat
ممتاز التطبيق,negative,talbat
كذابين طلبات الاردن ونصابين,negative,talbat
تطبيق لا ينصح به,negative,talbat
👏🏻👏🏻,positive,talbat
(يا أيها الذين آمنوا أوفوا بالعقود ... ),negative,talbat
عشان نصبتو ع الكباتن,negative,talbat
تطبيق سيئ وغير منصف,negative,talbat
تطبيق لصوص,negative,talbat
وكثيرة عليكم,negative,talbat
🌹🌹,negative,talbat
تطبيق ممتاز في كل اوقات❤️,positive,talbat
كان زمان من افضل التطبيقات حاليا اسوءهم تجربة لا تستحق الأعادة تطبيق صار فاشل بتطلب الطلب بعد ساعة ونص حتا يوصل الأوردر و فوق هيك بمنية و كأنهم جايبين الأكل ببلاش . غير الأسعار الخرافية يلي صارت لا انصح به ابداااا ....,negative,talbat
حسبنا الله ونعم الوكيل,negative,talbat
حرام يلي عملتوه مع الموظفين بالاردن اعطوهم سياراتهم,negative,talbat
حقوق الانسان تظلم في هذه الشركة,negative,talbat
#مقاطعة طلبات,negative,talbat
بسبب سوء المعاملة مع الموظفين لديها.,negative,talbat
شركه نظامها فيه خلل بطلب من المطعم و بيجهز الاوردر و بعد ١٠ دقايق بيعتذرو و بيعوضوني دينار واحد و بيتشرط علي اصرفو خلال كم يوم ثاني اشي يلي بيسكت عن حق الناس ما يزعل بس حقو يضيع.. انا اليوم راح احذف هاد التطبيق ل حد م الشركه توضح شو يلي صاير مع موظفيها يلي بالبلد و تكون أمام حلين اما الاعتذار و التعويض المالي او إعطاء الموظف ما وُعد به(سياره),negative,talbat
شركة مافيها خير لموظفيها .. ما فيها خير للناس,negative,talbat
تطبيق سيء وشركة سيئة بالتعامل مع جميع فئات الشعب ومع الموظفين حسبي الله ونعم الوكيل فيكم وبكل حدا بشارك بالمسخرة تبعتكم حسبي الله فيكم,negative,talbat
شركة كذابة تقيم زبالة نصره للشباب العاملين فيها,negative,talbat
راجعو الموظفين,negative,talbat
احتيال وغش ومخادعة للموظفين وإخلاف الوعود لهم بامتلاك سياراتهم رغم التعهد لهم بذلك بعد مضي 3 سنوات على العمل.. سرقة أتعاب الموظفين وجعلهم يقومون بصيانة السيارات وتعبئة بنزينها على حسابهم الخاص لهم الله وعلى الظالمين والمخادعين مكر الله حذف التطبيق جارٍ...,negative,talbat
سيئ رجع حق الموظفين,negative,talbat
تطبيق استغلالي جدا وسيء,negative,talbat
مقاطعة شبابنا مو لعبة بأيدكم حتى تستغلوهم ونرضى,negative,talbat
انا بدي الغي التطبيق دعم لموظفي التوصيل المظلومين في الاردن مع اني كنت استعمله كثير,negative,talbat
أعطو الناس حقها,negative,talbat
رجعوا حقوق الموظفين,negative,talbat
سيئ جدا لا انصح بتنزيله,negative,talbat
حق العمال لازم يرجع,negative,talbat
"رجعوا للعاملين الاردنيين حقهم، اعطوهم سياراتهم.",negative,talbat
🤐🤐🤐🤐,negative,talbat
حقوق الناس اين,negative,talbat
تعامل سيئ,negative,talbat
❤️,negative,talbat
أعطو الشباب حقوقهم,negative,talbat
كنت استخدم هذا التطبيق ولكن حذفته الى أن يتم إرجاع حقوق الموظفين المظلومين في قضية تملك السيارة بعد ثلاث سنوات تطبيق سيء ولا أنصح به,negative,talbat
خدمة العملاء عندهم فوق السيئة ولي اكثر من تجربه معهم .... طلبت مره من البقاله ووصلني الحليب مفتوح وصورت لهم وتكلمت معهم انهم يستبدلونه وقالو تمام وماودو حد من مناديبهم ياخذه + ارقام المطاعم لو بتواصل معها داخل البرنامج مايردون + الطلب يتأخر + العصاير لو طالب شي ودفعت له يجيني شي ثاني,negative,talbat
افضل برنامج,positive,talbat
#إلغاء_تطبيق_طلبات موضفين طلبات مش عبيد عندكم,negative,talbat
تطبيق جداً سيء,negative,talbat
مقرف لا انصح بتحميله غير صادقين,negative,talbat
نجمة واحدة لأنهم اكلوا حق موظفين,negative,talbat
سيئة جددا وغير واقعي,negative,talbat
زي الخرا,negative,talbat
معاملة سيئة للغاية,negative,talbat
شركة تفتقد للمصداقيه تم حذف التطبيق نهائيا,negative,talbat
انصفوا الموظفين,negative,talbat
حسبي الله ونعم الوكيل على كل متكبر شايف حاله,negative,talbat
عيب عليكم ضحك على الشباب بعد ثلاث سنوات وهي مسح للتطبيق,negative,talbat
"نصرة لسائقي طلبات ، توعدو السائقين بسيارات وتخلفو .",negative,talbat
لا يوجد مصداقية للشركة,negative,talbat
تطبيق سيء وعدو سائقينهم ب اعطائهم السيارات بعد العمل لمدة ٣ سنين وعند انتهاء المدة أغلق مدير الشركة هاتفه ولم يردو على اتصالات الموظفين,negative,talbat
نصرة للموظفين,negative,talbat
ممتازة,positive,talbat
It's agood app,negative,talbat
سيئه,negative,talbat
"مشكلات كثيرة، متعلقة بالتطبيق والعروض الوهمية، وخدمة التوصيل",negative,talbat
